# FrameTime=1781596344.71, PointCount=523
8.3025,15.5210
8.2887,15.5389
8.2821,15.5780
8.2191,15.4490
8.2141,15.4928
8.1980,15.5033
8.1819,15.5138
8.1679,15.5314
8.1234,15.5141
8.1086,15.5292
8.0934,15.6070
8.0926,15.6698
8.0687,15.6561
8.0352,15.6763
8.0115,15.6624
7.9981,15.6846
7.9772,15.6801
7.9549,15.6707
8.0880,16.2270
7.9119,15.7291
7.8885,15.7146
7.8884,15.7894
7.8574,15.7458
7.8291,15.7119
7.8254,15.7746
7.7997,15.7502
7.7687,15.7835
7.7652,15.8511
7.7648,15.9333
7.7470,15.9426
7.7313,15.9616
7.7200,16.0000
7.6773,15.9891
7.6327,15.8762
7.6181,15.8998
7.5961,15.8891
7.5793,15.9028
7.5614,15.9116
7.5245,15.9242
7.5037,15.9181
7.4819,15.9070
7.4816,16.0088
7.4885,16.1528
7.4512,16.0601
7.4651,16.2486
7.4099,16.0523
7.4227,16.2409
7.3927,16.1851
7.3688,16.1638
7.3527,16.1887
7.3329,16.1919
7.3101,16.1753
7.2721,16.1913
7.2605,16.2486
7.2499,16.3158
7.2368,16.3681
